Timestamp,AnnRealizedVol,StratScalar
01/25/2017 06:30:00 AM,0.035915,12.855981
01/25/2017 07:00:00 AM,0.034829,13.385188
01/25/2017 07:30:00 AM,0.033848,13.912706
01/25/2017 08:00:00 AM,0.033398,14.247863
01/25/2017 08:30:00 AM,0.035576,13.513045
01/25/2017 09:00:00 AM,0.035189,13.766801
01/25/2017 09:30:00 AM,0.034676,14.076840
01/25/2017 10:00:00 AM,0.036707,13.399385
01/25/2017 10:30:00 AM,0.036785,13.445967
01/25/2017 11:00:00 AM,0.035966,13.824506
01/25/2017 11:30:00 AM,0.041927,11.925560
01/25/2017 12:00:00 PM,0.040767,12.282590
01/25/2017 12:30:00 PM,0.041659,12.044490
01/25/2017 01:00:00 PM,0.040988,12.259600
01/25/2017 01:30:00 PM,0.040108,12.550942
01/25/2017 02:00:00 PM,0.041584,12.132269
01/25/2017 02:30:00 PM,0.041377,12.208677
01/25/2017 03:00:00 PM,0.040385,12.525419
01/25/2017 03:30:00 PM,0.040071,12.647068
01/25/2017 04:00:00 PM,0.039775,12.766070
01/25/2017 04:30:00 PM,0.040279,12.632128
01/25/2017 05:00:00 PM,0.039121,13.027697
